,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impuslive,ss,choc
197,1.09449,-0.48246,-1.7379,0.96082,-0.31685,-1.43907,0.47617,0.29338,-0.91699,0.41594,0.52975,0.40148,user
198,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.14882,1.74091,1.65653,2.46262,0.25953,1.86203,1.2247,user
199,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.72012,0.32197,1.65653,-0.15487,-1.78169,2.90161,0.40148,user
200,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,user
201,1.09449,-0.48246,-0.05921,0.21128,-0.31685,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,user
202,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,user
203,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.58016,0.32197,0.14143,-1.34289,0.93949,0.19268,-0.21575,user
204,1.82213,0.48246,-0.05921,0.24923,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,user
205,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.13606,0.32197,0.58331,-0.76096,-0.52745,-2.55524,-0.84637,user
206,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.43907,1.58487,1.65653,0.76096,2.63199,-0.71126,-1.18084,user
207,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,-1.43907,0.16767,0.7233,-0.30172,-1.5184,0.19268,0.07987,user
208,-0.95197,-0.48246,0.45468,0.24923,-0.31685,-0.05188,-1.7625,0.88309,-0.76096,2.33337,-0.71126,-0.21575,user
209,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.82562,-1.7625,2.90161,0.13136,-0.78155,1.86203,1.2247,user
210,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,user
211,0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.14882,1.11406,0.29338,-0.91699,-1.0145,1.86203,0.40148,user
212,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.73545,1.2861,1.43533,0.94156,-0.89891,1.29221,1.2247,user
213,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.22393,-1.23177,0.88309,-0.76096,-0.27607,-0.21712,0.7654,user
214,-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.13281,-0.30033,0.88309,-0.60633,0.93949,-0.21712,0.07987,user
215,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.92104,1.74091,1.43533,1.2861,-0.27607,0.19268,0.40148,user
216,1.09449,-0.48246,-1.22751,0.96082,-0.31685,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,user
217,-0.07854,-0.48246,-0.05921,-0.57009,0.1144,0.41667,0.96248,-0.17779,-0.45321,0.7583,0.19268,-0.21575,user
218,-0.95197,-0.48246,-1.7379,0.24923,-0.22166,0.52135,0.80523,0.58331,-1.07533,-1.13788,0.52975,1.2247,user
219,-0.07854,-0.48246,-0.61113,0.24923,-0.31685,-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,user
220,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,user
221,0.49788,0.48246,0.45468,0.96082,-0.31685,1.02119,-1.37639,-0.45174,-0.15487,-0.89891,-0.21712,-0.52593,user
222,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.24649,0.63779,0.7233,1.11406,0.25953,1.29221,1.2247,user
223,-0.07854,-0.48246,1.16365,-0.28519,0.1144,-0.67825,0.63779,1.65653,0.59042,0.58489,-0.21712,1.2247,user
224,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.34799,0.47617,-0.17779,-0.91699,1.30612,-0.21712,0.07987,user
225,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,user
226,-0.07854,0.48246,1.98437,0.96082,-0.31685,-0.05188,0.32197,-0.84732,-0.01729,0.41594,-1.37983,-0.84637,user
227,-0.95197,0.48246,-1.22751,-0.57009,-0.31685,1.13281,-0.94779,-0.31776,0.28783,-0.40581,-0.21712,-0.52593,user
228,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.13281,-0.69509,-0.01928,-1.34289,-0.89891,1.29221,1.2247,user
229,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,-1.37639,-0.17779,0.28783,1.46191,-0.71126,-0.84637,user
230,0.49788,-0.48246,-0.05921,0.96082,-0.31685,1.37297,-0.43999,0.14143,-0.01729,-0.00665,-0.71126,-0.52593,user
231,0.49788,0.48246,-0.05921,0.24923,-0.31685,0.62967,2.57309,-0.97631,0.76096,1.13407,-1.37983,-1.54858,user
232,-0.07854,0.48246,1.98437,-0.09765,-0.31685,1.72012,0.47617,1.06238,0.59042,0.12331,-1.37983,0.7654,user
233,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.04257,0.00332,1.43533,0.13136,-0.27607,0.19268,0.07987,user
234,0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.73545,-0.15487,-1.11902,0.13136,-0.14277,-0.21712,0.40148,user
235,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,user
236,0.49788,-0.48246,1.98437,0.96082,-0.50212,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,user
237,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,0.52135,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,user
238,-0.95197,-0.48246,1.16365,0.96082,-0.22166,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,user
239,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,0.19268,0.40148,user
240,1.82213,0.48246,-0.05921,0.24923,-0.31685,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,user
241,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,-0.57545,0.88309,0.43852,-0.52745,0.52975,1.2247,user
242,-0.07854,-0.48246,-1.7379,-0.28519,-0.31685,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,user
243,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.46725,-1.6334,0.44585,-1.07533,0.12331,-0.21712,-0.21575,user
244,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.62967,1.93886,1.88511,0.43852,-0.40581,1.29221,0.7654,user
245,0.49788,0.48246,-0.61113,0.96082,-0.31685,0.52135,-0.30033,-0.97631,1.81866,1.63088,-1.37983,-2.07848,user
246,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-1.32828,0.00332,-1.27553,-0.60633,0.12331,0.88113,0.7654,user
247,-0.07854,0.48246,-0.61113,0.24923,-0.31685,-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,user
248,0.49788,-0.48246,-1.22751,0.96082,-0.31685,-0.58016,-1.6334,-1.97495,0.94156,0.41594,0.52975,0.07987,user
249,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,user
250,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,user
251,1.82213,0.48246,0.45468,-0.57009,-0.31685,0.41667,0.63779,0.44585,1.45039,-0.14277,0.88113,-0.52593,user
252,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,0.41667,-0.15487,0.14143,-0.76096,0.41594,-0.21712,0.07987,user
253,-0.95197,0.48246,1.16365,0.96082,-1.10702,0.41667,-0.80615,-0.58331,0.13136,-0.40581,-1.37983,-1.54858,user
254,0.49788,-0.48246,-1.43719,0.96082,-0.31685,-0.46725,-0.30033,-1.27553,0.28783,-0.14277,0.52975,0.40148,user
255,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,0.82562,-0.30033,1.43533,-0.76096,-1.0145,0.88113,0.7654,user
256,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.34799,0.63779,-0.97631,0.28783,1.46191,-0.21712,-0.84637,user
257,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-1.69163,-0.80615,-1.27553,1.81866,-0.14277,-0.21712,-0.84637,user
258,-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,0.41667,0.32197,0.14143,-0.01729,2.04506,-0.71126,-0.52593,user
259,-0.95197,-0.48246,1.16365,0.96082,-0.31685,-0.79151,0.96248,-0.45174,0.43852,0.7583,0.88113,0.7654,user
260,-0.07854,0.48246,1.16365,0.96082,-0.31685,1.72012,-0.43999,-1.27553,1.45039,-0.89891,-1.37983,-1.54858,user
261,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.58016,0.63779,-1.97495,0.28783,0.7583,-0.71126,-0.52593,user
262,1.09449,0.48246,0.45468,-0.28519,-0.31685,-0.34799,-1.09207,-0.17779,-0.60633,0.58489,-0.71126,-0.52593,user
263,2.59171,0.48246,1.16365,0.96082,-0.31685,0.13606,-1.09207,-0.45174,-0.45321,0.25953,-0.21712,-1.54858,user
264,0.49788,0.48246,0.45468,0.96082,0.1144,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,user
265,-0.95197,0.48246,-2.43591,0.96082,-0.31685,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,user
266,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.84637,user
267,-0.07854,-0.48246,1.16365,-0.57009,-0.31685,1.23461,0.00332,-0.31776,-0.15487,-0.14277,1.29221,0.7654,user
268,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.62967,0.63779,2.90161,-1.07533,0.93949,0.88113,1.2247,user
269,1.09449,0.48246,-0.05921,0.96082,-0.31685,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,user
270,0.49788,-0.48246,0.45468,-0.57009,-0.31685,0.31287,0.16767,0.7233,-1.07533,0.41594,0.52975,1.2247,user
271,0.49788,-0.48246,-1.7379,-0.28519,-0.31685,-0.34799,-0.57545,-1.11902,-0.91699,-0.78155,1.29221,-0.52593,user
272,1.09449,-0.48246,1.98437,0.96082,-0.31685,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,user
273,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-2.3436,1.45421,-1.82919,1.11406,1.30612,-0.21712,-0.84637,user
274,1.82213,-0.48246,-2.43591,0.96082,-0.31685,-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,user
275,-0.07854,-0.48246,-0.61113,-0.09765,-0.31685,-0.92104,0.47617,0.7233,0.43852,-2.18109,1.86203,1.92173,user
276,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.1943,0.80523,-0.97631,-0.45321,0.58489,-0.71126,-1.18084,user
277,0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,user
278,-0.95197,0.48246,-1.22751,0.96082,-0.31685,-0.34799,0.00332,-1.42424,0.59042,-0.14277,-0.71126,0.40148,user
279,-0.07854,0.48246,1.16365,0.96082,-0.31685,1.02119,0.96248,-0.97631,-0.60633,-0.14277,-1.37983,-1.18084,user
280,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.22393,0.16767,-1.11902,0.28783,0.25953,-0.71126,-0.21575,user
281,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-1.05308,1.74091,0.29338,0.76096,-1.0145,0.19268,1.2247,user
282,-0.95197,-0.48246,-1.43719,-0.57009,-0.31685,1.49158,-1.92173,-0.58331,-1.772,0.58489,-0.21712,1.2247,user
283,-0.07854,-0.48246,-0.05921,-0.57009,-0.31685,-0.92104,-0.15487,0.7233,-1.772,-0.40581,-0.21712,-0.21575,user
284,-0.07854,-0.48246,0.45468,0.24923,-0.31685,-0.92104,-0.30033,-0.17779,-1.92595,-0.27607,0.52975,-1.54858,user
285,-0.07854,0.48246,0.45468,0.96082,-0.31685,2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,user
286,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1.8399,-2.21069,-1.11902,-0.45321,-3.46436,-0.21712,-1.18084,user
287,1.82213,-0.48246,0.45468,0.96082,-0.31685,-0.79151,0.32197,0.44585,-1.47955,1.46191,-0.21712,0.07987,user
288,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.05188,1.93886,0.29338,-0.15487,-0.52745,0.52975,0.40148,user
289,0.49788,0.48246,0.45468,0.96082,-0.31685,1.02119,2.32338,1.65653,-1.34289,0.41594,1.29221,1.92173,user
290,-0.95197,0.48246,-2.43591,0.96082,-0.31685,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,user
291,1.09449,0.48246,1.98437,0.96082,-0.22166,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,user
292,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.05188,0.47617,0.58331,0.76096,-0.00665,1.86203,1.2247,user
293,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.31287,-1.09207,-0.84732,-0.60633,-0.65253,0.19268,0.40148,non-user
294,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,0.91093,-0.80615,1.06238,-0.45321,1.13407,0.88113,1.92173,user
295,1.82213,-0.48246,1.16365,-0.57009,-0.31685,-1.69163,0.00332,1.24033,1.2861,0.41594,0.19268,0.07987,user
296,0.49788,-0.48246,-0.05921,0.96082,-0.31685,0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,user
297,0.49788,0.48246,0.45468,0.96082,-0.31685,-0.34799,-1.23177,-1.97495,0.28783,-0.27607,-1.37983,-1.18084,user
298,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.73545,-1.37639,-0.71727,-1.34289,-0.78155,-0.21712,0.7654,user
299,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.01928,0.76096,0.58489,-0.21712,-0.52593,user
300,0.49788,-0.48246,-0.05921,0.96082,-0.31685,1.02119,-0.43999,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,user
301,-0.95197,-0.48246,1.16365,0.96082,-0.31685,-0.92104,1.11406,-0.01928,0.28783,0.41594,0.19268,1.2247,user
302,1.82213,0.48246,-0.61113,0.96082,-0.31685,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,user
303,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,-0.15487,0.44585,-0.15487,0.12331,0.19268,-0.21575,user
304,0.49788,-0.48246,-2.43591,0.96082,-0.31685,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,user
305,-0.95197,-0.48246,1.16365,-0.57009,-0.31685,-2.75696,2.57309,1.24033,0.28783,1.46191,-0.21712,1.2247,user
306,1.82213,0.48246,0.45468,-0.57009,-0.31685,-1.86962,0.80523,0.88309,1.61108,0.93949,-0.21712,0.07987,user
307,0.49788,0.48246,1.16365,0.96082,-0.31685,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,user
308,-0.95197,0.48246,-1.22751,0.96082,-0.31685,-1.05308,-0.57545,-0.01928,-2.07848,-1.38502,1.29221,0.40148,user
309,-0.95197,0.48246,-0.61113,-0.57009,0.1144,0.73545,0.32197,1.43533,-0.01729,-0.78155,1.86203,1.92173,user
310,-0.95197,-0.48246,-1.22751,-0.09765,-0.31685,1.37297,-0.15487,1.65653,-0.91699,-0.40581,-0.21712,0.07987,user
311,1.82213,-0.48246,-1.22751,0.96082,-0.31685,0.04257,-0.80615,-0.97631,0.59042,0.25953,-1.37983,-1.18084,user
312,2.59171,-0.48246,-0.61113,-0.57009,-0.31685,2.127,-0.15487,2.44904,0.94156,-0.65253,-0.21712,0.07987,user
313,1.09449,0.48246,-0.61113,-0.57009,-0.31685,1.23461,-1.09207,-0.45174,-0.15487,0.7583,-0.71126,-0.21575,user
314,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,user
315,-0.07854,0.48246,-0.05921,-0.09765,-0.31685,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987,user
316,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,user
317,-0.95197,0.48246,0.45468,0.96082,-0.31685,-2.42317,0.16767,-1.82919,2.75696,-0.89891,-2.55524,-0.84637,user
318,1.82213,-0.48246,0.45468,0.96082,-0.31685,-1.1943,-0.15487,-0.17779,0.28783,0.7583,-0.21712,0.07987,user
319,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-1.43907,0.96248,0.29338,1.2861,0.25953,-0.71126,0.7654,user
320,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-1.05308,1.45421,1.65653,1.81866,-0.78155,0.19268,-0.52593,user
321,1.09449,-0.48246,-0.05921,0.96082,-0.31685,-1.1943,0.32197,-0.45174,-0.91699,0.12331,-0.21712,-0.52593,user
322,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,user
323,0.49788,-0.48246,1.16365,0.96082,-0.31685,0.22393,-1.23177,-0.84732,-1.07533,0.7583,-1.37983,-0.84637,user
324,0.49788,-0.48246,1.98437,0.96082,-0.31685,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,user
325,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,user
326,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,1.8399,-1.09207,0.44585,-1.6209,-1.25773,1.29221,1.2247,non-user
327,-0.07854,0.48246,1.16365,0.96082,-0.22166,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,user
328,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,0.82562,-1.37639,0.44585,-1.07533,-1.13788,0.19268,0.7654,user
329,-0.07854,-0.48246,1.16365,-0.46841,-0.31685,0.82562,-0.69509,0.14143,-0.76096,-0.27607,-0.71126,0.07987,user
330,1.09449,0.48246,-0.05921,0.96082,-0.31685,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,user
331,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,1.11406,-0.31776,-1.21213,0.58489,0.88113,1.2247,user
332,0.49788,0.48246,-0.61113,0.96082,-0.31685,0.62967,-1.09207,0.44585,-0.76096,-0.40581,-1.37983,-0.52593,user
333,1.09449,-0.48246,1.16365,0.96082,-0.31685,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,user
334,-0.07854,-0.48246,-1.22751,-0.28519,-0.31685,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,user
335,0.49788,-0.48246,-0.05921,-0.09765,-0.31685,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,user
336,2.59171,-0.48246,1.16365,-0.57009,-0.31685,-2.21844,0.00332,0.58331,0.76096,0.7583,0.52975,-0.52593,non-user
337,1.09449,0.48246,0.45468,0.96082,-0.31685,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,user
338,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.34799,-1.09207,-0.58331,1.45039,-0.89891,-0.71126,-1.54858,user
339,1.09449,-0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,user
340,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,user
341,0.49788,0.48246,0.45468,0.96082,-0.31685,0.13606,-0.30033,-1.42424,1.61108,0.41594,-0.21712,-1.54858,user
342,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,user
343,1.09449,0.48246,1.98437,0.96082,-0.31685,-2.42317,0.16767,-0.31776,2.03972,1.81175,-0.71126,-1.18084,user
344,1.82213,-0.48246,-0.05921,0.96082,-0.31685,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,user
345,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.14882,-0.43999,-0.01928,1.2861,1.81175,-0.71126,-1.18084,user
346,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.14882,1.2861,-0.31776,-2.07848,0.41594,-0.21712,0.40148,user
347,-0.95197,0.48246,-1.22751,0.96082,-0.31685,1.23461,0.96248,0.44585,-0.30172,-0.27607,0.52975,0.40148,user
348,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,0.22393,1.45421,2.15324,-0.30172,-1.0145,1.86203,1.92173,user
349,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,user
350,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,0.41667,-0.30033,0.44585,-0.91699,0.25953,0.52975,0.40148,user
351,-0.07854,-0.48246,-1.7379,-0.57009,-0.31685,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,-1.37983,-0.84637,user
352,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,user
353,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-2.21844,0.96248,-0.01928,0.13136,1.63088,-2.55524,-0.21575,user
354,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.31287,0.32197,-0.01928,-0.60633,0.7583,-0.71126,0.40148,user
355,-0.07854,0.48246,-0.05921,0.24923,-0.31685,-0.79151,-0.30033,-0.17779,0.28783,-0.52745,0.88113,0.07987,user
356,-0.07854,0.48246,-0.05921,0.96082,-0.31685,0.13606,0.63779,-0.84732,1.81866,0.58489,-0.21712,-1.18084,user
357,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.73545,-0.15487,0.58331,-0.76096,0.41594,-0.71126,0.07987,user
358,0.49788,0.48246,0.45468,0.96082,-1.10702,0.62967,-1.37639,-1.27553,0.28783,-0.27607,-0.71126,-0.84637,user
359,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,0.73545,0.16767,-1.42424,-1.21213,-1.25773,0.19268,1.2247,user
360,-0.07854,0.48246,0.45468,-0.09765,-0.31685,-1.43907,1.74091,-0.84732,-0.60633,0.58489,0.88113,0.40148,user
361,0.49788,-0.48246,-2.43591,0.96082,-0.31685,-0.24649,-0.43999,-0.97631,-0.45321,0.58489,-1.37983,-0.84637,user
362,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,user
363,0.49788,-0.48246,-0.61113,0.96082,-0.31685,1.23461,0.80523,0.88309,-0.15487,1.13407,0.88113,0.7654,user
364,0.49788,0.48246,1.16365,0.96082,-0.31685,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,user
365,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-1.32828,-0.30033,0.88309,1.11406,-1.0145,-0.71126,-0.21575,user
366,-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987,user
367,0.49788,-0.48246,0.45468,0.96082,-0.31685,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,user
368,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-1.69163,0.96248,-0.01928,-0.01729,-0.89891,0.88113,0.07987,user
369,-0.95197,0.48246,1.16365,-0.28519,-0.31685,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,user
370,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,user
371,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,user
372,-0.95197,-0.48246,-2.43591,-0.46841,-0.31685,-1.1943,-0.94779,1.06238,1.2861,-0.52745,0.88113,1.2247,user
373,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,-0.34799,0.16767,-0.01928,-0.15487,-1.0145,1.29221,0.7654,user
374,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,user
375,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,user
376,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.13606,0.63779,1.88511,1.2861,-0.27607,-1.37983,0.40148,user
377,-0.07854,-0.48246,1.98437,-0.57009,-0.31685,-0.46725,-2.32338,-2.21069,-0.15487,-0.14277,-0.21712,-1.18084,user
378,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-1.32828,0.16767,0.58331,1.2861,-0.65253,0.88113,0.07987,user
379,-0.07854,-0.48246,1.98437,-0.28519,-0.31685,-1.55078,-0.15487,0.7233,-1.92595,0.25953,0.19268,1.2247,user
380,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,-0.58016,-0.15487,0.29338,-1.6209,-1.38502,0.19268,0.40148,user
381,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.14882,0.47617,0.88309,-0.76096,0.25953,-0.71126,-0.21575,user
382,-0.07854,0.48246,0.45468,-0.57009,-0.31685,2.82196,-0.43999,-0.84732,-1.772,-2.04506,0.88113,0.07987,user
383,1.09449,0.48246,-1.7379,0.96082,-0.31685,0.41667,-1.37639,-2.09015,0.59042,-0.27607,-1.37983,-2.07848,user
384,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,user
385,1.09449,0.48246,1.16365,0.96082,-0.31685,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,user
386,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,non-user
387,0.49788,0.48246,-0.05921,0.96082,0.126,0.31287,-0.57545,-0.58331,-0.91699,-0.00665,-0.21712,-1.18084,user
388,-0.95197,0.48246,-1.22751,-0.28519,-0.31685,1.23461,0.16767,1.43533,1.2861,0.58489,-0.71126,0.40148,user
389,-0.07854,0.48246,1.16365,-0.57009,-0.31685,0.13606,-0.94779,1.43533,0.13136,0.58489,0.52975,1.92173,user
390,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.92104,0.00332,-0.71727,0.13136,0.93949,-0.71126,0.40148,user
391,1.82213,0.48246,-1.22751,0.24923,-0.31685,-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,non-user
392,1.09449,0.48246,-1.7379,0.96082,0.1144,0.31287,-0.30033,-1.27553,-0.15487,0.58489,0.88113,0.40148,user
393,0.49788,0.48246,1.16365,0.96082,-0.31685,0.91093,-0.57545,0.29338,-0.60633,-0.27607,0.52975,-0.21575,user
